180,228,,1335
181,204,,1095
182,222,,1185
183,240,,1230
184,198,,1185
185,162,,1350
186,186,,1140
187,216,,1320
188,192,,1335
189,204,,1050
190,180,,1110
191,264,,1140
192,234,,1185
193,222,,1440
194,216,,1080
195,204,,1335
196,240,,1215
197,252,,1110
198,246,,1245
199,210,,1170
200,186,,1215
201,186,,1140
202,186,,1245
203,192,,1170
204,270,,1035
205,204,,1140
206,186,,1215
207,216,,1185
208,204,,1050
209,144,,1155
210,198,,1110
211,156,,1140
212,204,,1260
213,216,,1290
214,198,,990
215,246,,1080
216,240,,1200
217,210,,1305
218,180,,1320
219,216,,1245
220,204,,1140
221,240,,1170
222,198,,960
223,252,,1140
224,192,,1290
225,192,,1170
226,228,,1080
227,138,,1230
228,168,,1245
229,174,,1335
230,198,,1125
231,192,,1110
232,222,,1290
233,240,,1275
234,168,,1230
235,162,,1245
236,204,,1095
237,162,,1260
238,222,,1230
239,222,,1275
240,222,,1005
241,204,,1215
242,234,,1155
243,246,,1230
244,180,,1320
245,222,,1185
246,222,,1050
247,234,,1215
248,234,,1215
249,204,,1035
250,216,,1320
251,168,,1140
252,168,,1200
253,180,,1095
254,210,,1050
255,234,,1155
256,180,,1425
257,150,,1095
258,204,,1320
259,222,,1170
260,168,,1110
261,222,,1110
262,168,,1260
263,192,,1035
264,228,,1125
265,270,,1110
266,222,,1200
267,252,,1245
268,174,,1050
269,252,,1170
270,198,,1335
271,180,,1215
272,186,,1020
273,234,,1140
274,216,,1140
275,174,,1350
276,240,,1275
277,234,,1110
278,222,,1245
279,222,,1095
280,216,,1125
281,198,,1200
282,174,,1200
283,210,,1290
284,198,,1140
285,228,,1275
286,186,,1185
287,186,,1455
288,162,,1245
289,246,,1320
290,228,,1155
291,204,,1245
292,180,,1230
293,186,,1095
294,186,,1260
295,234,,1260
296,180,,1125
297,204,,1365
298,198,,1035
299,162,,1305
300,222,,1200
301,180,,1110
302,162,,1275
303,252,,1425
304,210,,1500
305,216,,1245
306,162,,1335
307,186,,1335
308,186,,1095
309,222,,1230
310,168,,1215
311,156,,1380
312,222,,1140
313,180,,1080
314,228,,1350
315,216,,1290
316,204,,1215
317,240,,1005
318,216,,1230
319,198,,1230
320,138,,1305
321,156,,1305
322,204,,1110
323,210,,1125
324,222,,1110
325,150,,1125
326,228,,1230
327,228,,1080
328,204,,1275
329,264,,1155
330,186,,1080
331,240,,1305
332,240,,1125
333,210,,1125
334,216,,1275
335,192,,1470
336,246,,1125
337,204,,1170
338,204,,1215
339,168,,1200
340,246,,1320
341,240,,1095
342,198,,1470
343,204,,1185
344,186,,1200
345,150,,1320
346,186,,1170
347,186,,1350
348,174,,1305
349,252,,1245
350,228,,1095
351,252,,1260
352,204,,1050
353,258,,1140
354,240,,1230
355,270,,1140
356,198,,1065
357,246,,1230
358,264,,1125
359,288,,975
360,234,,1110
361,318,,855
362,276,,1020
363,246,,1095
364,228,,1290
365,246,,1200
366,240,,945
367,228,,1200
368,288,,1140
369,222,,1290
370,174,,1305
371,210,,1155
372,204,,1230
373,234,,1050
374,234,,1125
375,240,,1260
376,270,,1065
377,186,,1185
378,210,,1305
379,216,,1245
380,228,,1155
381,186,,1245
382,204,,1050
383,252,,945
384,198,,1215
385,276,,1215
386,222,,1020
387,222,,1110
388,180,,1095
389,210,,1110
390,186,,1275
391,240,,1140
392,264,,1215
393,246,,1155
394,168,,1110
395,240,,1155
396,174,,1215
397,234,,1170
398,252,,1395
399,186,,1065
400,240,,1155
401,180,,1200
402,264,,1245
403,222,,1200
404,258,,1020
405,186,,1110
406,180,,1125
407,180,,1275
408,228,,1260
409,210,,1215
410,162,,1155
411,192,,1185
412,252,,1170
413,270,,1095
414,198,,1215
415,174,,1230
416,210,,1260
417,252,,1485
418,174,,1290
419,168,,1275
420,192,,1080
421,204,,1215
422,186,,1155
423,138,,1200
424,198,,1080
425,132,,1395
426,198,,1320
427,222,,1275
428,174,,1335
429,132,,1290
430,162,,1125
431,132,,1335
432,162,,1425
433,192,,1380
434,168,,1380
435,174,,1275
436,180,,1140
437,198,,1440
438,240,,1125
439,156,,1275
440,228,,1290
441,192,,1185
442,168,,1050
443,168,,1320
444,216,,1200
445,186,,1350
446,234,,1170
447,222,,1170
448,258,,990
449,186,,1170
450,180,,1290
451,174,,1230
452,228,,1185
453,234,,1140
454,204,,1155
455,216,,1290
456,228,,1335
457,240,,1035
458,204,,1380
459,246,,1245
460,306,,1275
461,198,,1260
462,210,,1260
463,198,,1260
464,234,,1290
465,192,,1035
466,186,,1185
467,264,,1170
468,234,,1155
469,174,,1170
470,222,,1110
471,180,,1200
472,210,,1305
473,150,,990
474,204,,1380
475,180,,1230
476,204,,1170
477,258,,1290
478,204,,1245
479,126,,1185
480,216,,1005
481,186,,1170
482,216,,1170
483,228,,1140
484,264,,1245
485,222,,1170
486,222,,1200
487,234,,1200
488,234,,1350
489,228,,1215
490,264,,1200
491,210,,1110
492,174,,1350
493,216,,1305
494,258,,1290
495,276,,1200
496,252,,1290
497,234,,1050
498,246,,1170
499,168,,1395
500,204,,1170
